3,6,4295579573,2168495,2164611,3884,3884,188
3,6,4295579073,2168463,2164611,3852,3852,144
3,6,4295578573,2167819,2164611,3208,3208,12
3,6,4295578073,2167903,2164611,3292,3292,376
3,6,4295577573,2168119,2164611,3508,3508,43
3,6,4295577073,2167899,2164611,3288,3288,144
3,6,4295576573,2168521,2164611,3910,3910,159
3,6,4295576073,2168156,2164611,3545,3545,362
3,6,4295575573,2168008,2164611,3397,3397,130
3,6,4295575073,2168199,2164611,3588,3588,375
3,6,4295574573,2168026,2164611,3415,3415,25
3,6,4295574073,2168243,2164611,3632,3632,46
3,6,4295573573,2168330,2164611,3719,3719,153
3,6,4295573073,2168115,2164611,3504,3504,58
3,6,4295572573,2168424,2164611,3813,3813,130
3,6,4295572073,2167638,2164611,3027,3027,236
3,6,4295571573,2168228,2164611,3617,3617,159
3,6,4295571073,2168309,2164611,3698,3698,21
3,6,4295570573,2167867,2164611,3256,3256,97
3,6,4295570073,2168161,2164611,3550,3550,84
3,6,4295569573,2168036,2164611,3425,3425,15
3,6,4295569073,2168208,2164611,3597,3597,55
3,6,4295568573,2168084,2164611,3473,3473,132
3,6,4295568073,2168053,2164611,3442,3442,18
3,6,4295567573,2168168,2164611,3557,3557,24
3,6,4295567073,2167998,2164611,3387,3387,10
3,6,4295566573,2168193,2164611,3582,3582,187
3,6,4295566073,2168030,2164611,3419,3419,202
3,6,4295565573,2167916,2164611,3305,3305,160
3,6,4295565073,2167761,2164611,3150,3150,362
3,6,4295564573,2167953,2164611,3342,3342,535
3,6,4295564073,2168027,2164611,3416,3416,275
3,6,4295563573,2168035,2164611,3424,3424,17
3,6,4295563073,2167478,2164611,2867,2867,4
3,6,4295562573,2168291,2164611,3680,3680,14
3,6,4295562073,2167757,2164611,3146,3146,103
3,6,4295561573,2167529,2164611,2918,2918,202
3,6,4295561073,2168001,2164611,3390,3390,202
3,6,4295560573,2168002,2164611,3391,3391,7
3,6,4295560073,2167441,2164611,2830,2830,11
3,6,4295559573,2167992,2164611,3381,3381,168
3,6,4295559073,2167968,2164611,3357,3357,111
3,6,4295558573,2167849,2164611,3238,3238,47
3,6,4295558073,2167770,2164611,3159,3159,26
3,6,4295557573,2167476,2164611,2865,2865,4
3,6,4295557073,2168064,2164611,3453,3453,13
3,6,4295556573,2167804,2164611,3193,3193,5
3,6,4295556073,2167959,2164611,3348,3348,405
3,6,4295555573,2167830,2164611,3219,3219,206
3,6,4295555073,2167896,2164611,3285,3285,3
3,6,4295554573,2167503,2164611,2892,2892,64
3,6,4295554073,2167883,2164611,3272,3272,56
3,6,4295553573,2167684,2164611,3073,3073,12
3,6,4295553073,2167849,2164611,3238,3238,97
3,6,4295552573,2167550,2164611,2939,2939,77
3,6,4295552073,2167725,2164611,3114,3114,8
3,6,4295551573,2167960,2164611,3349,3349,63
3,6,4295551073,2167884,2164611,3273,3273,2
3,6,4295550573,2167895,2164611,3284,3284,37
3,6,4295550073,2167410,2164611,2799,2799,375
3,6,4295549573,2167515,2164611,2904,2904,429
3,6,4295549073,2167931,2164611,3320,3320,854
3,6,4295548573,2167757,2164611,3146,3146,810
3,6,4295548073,2167421,2164611,2810,2810,767
3,6,4295547573,2167874,2164611,3263,3263,779
3,6,4295547073,2167785,2164611,3174,3174,202
3,6,4295546573,2167783,2164611,3172,3172,289
3,6,4295546073,2167777,2164611,3166,3166,202
3,6,4295545573,2167752,2164611,3141,3141,202
3,6,4295545073,2167359,2164611,2748,2748,74
3,6,4295544573,2167790,2164611,3179,3179,12
3,6,4295544073,2167706,2164611,3095,3095,181
3,6,4295543573,2167706,2164611,3095,3095,26
3,6,4295543073,2167668,2164611,3057,3057,93
3,6,4295542573,2167746,2164611,3135,3135,347
3,6,4295542073,2167322,2164611,2711,2711,18
3,6,4295541573,2167756,2164611,3145,3145,174
3,6,4295541073,2167365,2164611,2754,2754,111
3,6,4295540573,2167786,2164611,3175,3175,160
3,6,4295540073,2167351,2164611,2740,2740,2
3,6,4295539573,2167687,2164611,3076,3076,10
3,6,4295539073,2167670,2164611,3059,3059,32
3,6,4295538573,2167725,2164611,3114,3114,24
3,6,4295538073,2167784,2164611,3173,3173,130
3,6,4295537573,2167777,2164611,3166,3166,39
3,6,4295537073,2167452,2164611,2841,2841,43
3,6,4295536573,2167758,2164611,3147,3147,21
3,6,4295536073,2167752,2164611,3141,3141,13
3,6,4295535573,2168044,2164611,3433,3433,21
3,6,4295535073,2167601,2164611,2990,2990,130
3,6,4295534573,2167522,2164611,2911,2911,80
3,6,4295534073,2167183,2164611,2572,2572,134
3,6,4295533573,2167697,2164611,3086,3086,97
3,6,4295533073,2167229,2164611,2618,2618,310
3,6,4295532573,2167389,2164611,2778,2778,336
3,6,4295532073,2167328,2164611,2717,2717,153
3,6,4295531573,2167756,2164611,3145,3145,120
3,6,4295531073,2167664,2164611,3053,3053,9
3,6,4295530573,2167209,2164611,2598,2598,8
3,6,4295530073,2167644,2164611,3033,3033,260
3,6,4295529573,2167522,2164611,2911,2911,44
3,6,4295529073,2167672,2164611,3061,3061,115
3,6,4295528573,2167761,2164611,3150,3150,20
3,6,4295528073,2167663,2164611,3052,3052,86
3,6,4295527573,2167564,2164611,2953,2953,12
3,6,4295527073,2167619,2164611,3008,3008,23
3,6,4295526573,2167657,2164611,3046,3046,12
3,6,4295526073,2167517,2164611,2906,2906,12
3,6,4295525573,2167585,2164611,2974,2974,231
3,6,4295525073,2167148,2164611,2537,2537,2
3,6,4295524573,2167723,2164611,3112,3112,33
3,6,4295524073,2167714,2164611,3103,3103,21
3,6,4295523573,2167737,2164611,3126,3126,4
3,6,4295523073,2167550,2164611,2939,2939,27
3,6,4295522573,2167660,2164611,3049,3049,26
3,6,4295522073,2167136,2164611,2525,2525,9
3,6,4295521573,2167752,2164611,3141,3141,13
3,6,4295521073,2167408,2164611,2797,2797,46
3,6,4295520573,2167458,2164611,2847,2847,11
3,6,4295520073,2167590,2164611,2979,2979,60
3,6,4295519573,2167099,2164611,2488,2488,72
3,6,4295519073,2167534,2164611,2923,2923,65
3,6,4295518573,2167509,2164611,2898,2898,4
3,6,4295518073,2167420,2164611,2809,2809,55
3,6,4295517573,2167563,2164611,2952,2952,1
3,6,4295517073,2167554,2164611,2943,2943,187
3,6,4295516573,2167064,2164611,2453,2453,139
3,6,4295516073,2167055,2164611,2444,2444,31
3,6,4295515573,2167463,2164611,2852,2852,4
3,6,4295515073,2167741,2164611,3130,3130,41
3,6,4295514573,2167492,2164611,2881,2881,27
3,6,4295514073,2167540,2164611,2929,2929,60
3,6,4295513573,2167351,2164611,2740,2740,275
3,6,4295513073,2167026,2164611,2415,2415,36
3,6,4295512573,2167881,2164611,3270,3270,16
3,6,4295512073,2167016,2164611,2405,2405,18
3,6,4295511573,2167426,2164611,2815,2815,306
3,6,4295511073,2167003,2164611,2392,2392,250
3,6,4295510573,2167816,2164611,3205,3205,97
3,6,4295510073,2167327,2164611,2716,2716,579
3,6,4295509573,2167532,2164611,2921,2921,304
3,6,4295509073,2167868,2164611,3257,3257,6
3,6,4295508573,2167344,2164611,2733,2733,57
3,6,4295508073,2167577,2164611,2966,2966,99
3,6,4295507573,2167465,2164611,2854,2854,70
3,6,4295507073,2166964,2164611,2353,2353,4
3,6,4295506573,2167743,2164611,3132,3132,2
3,6,4295506073,2167392,2164611,2781,2781,250
3,6,4295505573,2167851,2164611,3240,3240,217
3,6,4295505073,2167393,2164611,2782,2782,188
3,6,4295504573,2167180,2164611,2569,2569,155
3,6,4295504073,2167729,2164611,3118,3118,8
3,6,4295503573,2167574,2164611,2963,2963,4
3,6,4295503073,2166923,2164611,2312,2312,275
3,6,4295502573,2167652,2164611,3041,3041,434
3,6,4295502073,2167604,2164611,2993,2993,23
3,6,4295501573,2167363,2164611,2752,2752,521
3,6,4295501073,2167391,2164611,2780,2780,389
3,6,4295500573,2167257,2164611,2646,2646,402
3,6,4295500073,2167455,2164611,2844,2844,564
3,6,4295499573,2166825,2164611,2214,2214,159
3,6,4295499073,2167388,2164611,2777,2777,84
3,6,4295498573,2167311,2164611,2700,2700,4
3,6,4295498073,2167404,2164611,2793,2793,275
3,6,4295497573,2167239,2164611,2628,2628,24
3,6,4295497073,2167298,2164611,2687,2687,281
3,6,4295496573,2167262,2164611,2651,2651,6
3,6,4295496073,2166851,2164611,2240,2240,304
3,6,4295495573,2166782,2164611,2171,2171,506
3,6,4295495073,2167289,2164611,2678,2678,69
3,6,4295494573,2167209,2164611,2598,2598,181
3,6,4295494073,2167018,2164611,2407,2407,651
3,6,4295493573,2166987,2164611,2376,2376,43
3,6,4295493073,2167296,2164611,2685,2685,87
3,6,4295492573,2167315,2164611,2704,2704,260
3,6,4295492073,2166810,2164611,2199,2199,36
3,6,4295491573,2167172,2164611,2561,2561,24
3,6,4295491073,2167195,2164611,2584,2584,97
3,6,4295490573,2166911,2164611,2300,2300,49
3,6,4295490073,2167395,2164611,2784,2784,9
3,6,4295489573,2167047,2164611,2436,2436,40
3,6,4295489073,2167485,2164611,2874,2874,37
3,6,4295488573,2166775,2164611,2164,2164,222
3,6,4295488073,2167011,2164611,2400,2400,50
3,6,4295487573,2167122,2164611,2511,2511,419
3,6,4295487073,2166961,2164611,2350,2350,11
3,6,4295486573,2166688,2164611,2077,2077,67
3,6,4295486073,2167120,2164611,2509,2509,107
3,6,4295485573,2167217,2164611,2606,2606,469
3,6,4295485073,2167164,2164611,2553,2553,158
3,6,4295484573,2167170,2164611,2559,2559,10
3,6,4295484073,2167234,2164611,2623,2623,51
3,6,4295483573,2166926,2164611,2315,2315,21
3,6,4295483073,2166870,2164611,2259,2259,30
3,6,4295482573,2167100,2164611,2489,2489,11
3,6,4295482073,2167193,2164611,2582,2582,28
3,6,4295481573,2166943,2164611,2332,2332,99
3,6,4295481073,2167185,2164611,2574,2574,53
3,6,4295480573,2167390,2164611,2779,2779,22
3,6,4295480073,2167106,2164611,2495,2495,10
3,6,4295479573,2167208,2164611,2597,2597,12
3,6,4295479073,2166673,2164611,2062,2062,14
3,6,4295478573,2167118,2164611,2507,2507,27
3,6,4295478073,2167021,2164611,2410,2410,173
3,6,4295477573,2167082,2164611,2471,2471,5
3,6,4295477073,2166655,2164611,2044,2044,32
3,6,4295476573,2166721,2164611,2110,2110,19
3,6,4295476073,2166912,2164611,2301,2301,25
3,6,4295475573,2167140,2164611,2529,2529,217
3,6,4295475073,2167133,2164611,2522,2522,13
3,6,4295474573,2167088,2164611,2477,2477,174
3,6,4295474073,2166913,2164611,2302,2302,16
3,6,4295473573,2166849,2164611,2238,2238,194
3,6,4295473073,2167394,2164611,2783,2783,57
3,6,4295472573,2167194,2164611,2583,2583,83
3,6,4295472073,2166844,2164611,2233,2233,188
3,6,4295471573,2167071,2164611,2460,2460,477
3,6,4295471073,2167192,2164611,2581,2581,14
3,6,4295470573,2167383,2164611,2772,2772,43
3,6,4295470073,2167068,2164611,2457,2457,16
3,6,4295469573,2167059,2164611,2448,2448,680
3,6,4295469073,2166620,2164611,2009,2009,202
3,6,4295468573,2166693,2164611,2082,2082,120
3,6,4295468073,2167050,2164611,2439,2439,15
3,6,4295467573,2166641,2164611,2030,2030,111
3,6,4295467073,2166798,2164611,2187,2187,236
3,6,4295466573,2166997,2164611,2386,2386,434
3,6,4295466073,2167426,2164611,2815,2815,696
3,6,4295465573,2166621,2164611,2010,2010,362
3,6,4295465073,2166995,2164611,2384,2384,134
3,6,4295464573,2166872,2164611,2261,2261,222
3,6,4295464073,2166711,2164611,2100,2100,80
3,6,4295463573,2166929,2164611,2318,2318,93
3,6,4295463073,2166732,2164611,2121,2121,83
3,6,4295462573,2166660,2164611,2049,2049,21
3,6,4295462073,2166962,2164611,2351,2351,40
3,6,4295461573,2167273,2164611,2662,2662,181
3,6,4295461073,2166977,2164611,2366,2366,376
3,6,4295460573,2166971,2164611,2360,2360,120
3,6,4295460073,2166930,2164611,2319,2319,275
3,6,4295459573,2167053,2164611,2442,2442,181
3,6,4295459073,2166501,2164611,1890,1890,41
3,6,4295458573,2166831,2164611,2220,2220,18
3,6,4295458073,2166461,2164611,1850,1850,17
3,6,4295457573,2167070,2164611,2459,2459,37
3,6,4295457073,2166831,2164611,2220,2220,608
3,6,4295456573,2166478,2164611,1867,1867,112
3,6,4295456073,2166941,2164611,2330,2330,21
3,6,4295455573,2166845,2164611,2234,2234,13
3,6,4295455073,2166432,2164611,1821,1821,294
3,6,4295454573,2166830,2164611,2219,2219,129
3,6,4295454073,2166920,2164611,2309,2309,21
3,6,4295453573,2166704,2164611,2093,2093,22
3,6,4295453073,2166412,2164611,1801,1801,101
3,6,4295452573,2166896,2164611,2285,2285,16
3,6,4295452073,2167002,2164611,2391,2391,227
3,6,4295451573,2166820,2164611,2209,2209,6
3,6,4295451073,2166821,2164611,2210,2210,11
3,6,4295450573,2166787,2164611,2176,2176,86
3,6,4295450073,2166873,2164611,2262,2262,217
3,6,4295449573,2167197,2164611,2586,2586,77
3,6,4295449073,2167155,2164611,2544,2544,90
3,6,4295448573,2166481,2164611,1870,1870,43
3,6,4295448073,2166895,2164611,2284,2284,22
3,6,4295447573,2167181,2164611,2570,2570,2
3,6,4295447073,2166351,2164611,1740,1740,245
3,6,4295446573,2166673,2164611,2062,2062,130
3,6,4295446073,2166276,2164611,1665,1665,26
3,6,4295445573,2166794,2164611,2183,2183,153
3,6,4295445073,2166804,2164611,2193,2193,5
3,6,4295444573,2166708,2164611,2097,2097,6
3,6,4295444073,2166322,2164611,1711,1711,147
3,6,4295443573,2166804,2164611,2193,2193,112
3,6,4295443073,2166689,2164611,2078,2078,159
3,6,4295442573,2166711,2164611,2100,2100,310
3,6,4295442073,2166298,2164611,1687,1687,18
3,6,4295441573,2166290,2164611,1679,1679,28
3,6,4295441073,2166756,2164611,2145,2145,156
3,6,4295440573,2166719,2164611,2108,2108,40
3,6,4295440073,2166275,2164611,1664,1664,124
3,6,4295439573,2167066,2164611,2455,2455,6
3,6,4295439073,2166992,2164611,2381,2381,35
3,6,4295438573,2166486,2164611,1875,1875,17
3,6,4295438073,2166260,2164611,1649,1649,159
3,6,4295437573,2167102,2164611,2491,2491,90
3,6,4295437073,2166610,2164611,1999,1999,13
3,6,4295436573,2166664,2164611,2053,2053,306
3,6,4295436073,2167053,2164611,2442,2442,87
3,6,4295435573,2166596,2164611,1985,1985,153
3,6,4295435073,2167021,2164611,2410,2410,6
3,6,4295434573,2167069,2164611,2458,2458,37
3,6,4295434073,2166589,2164611,1978,1978,120
3,6,4295433573,2166701,2164611,2090,2090,7
3,6,4295433073,2167009,2164611,2398,2398,130
3,6,4295432573,2166687,2164611,2076,2076,236
3,6,4295432073,2166699,2164611,2088,2088,289
3,6,4295431573,2166628,2164611,2017,2017,294
3,6,4295431073,2166779,2164611,2168,2168,304
3,6,4295430573,2166772,2164611,2161,2161,129
3,6,4295430073,2166915,2164611,2304,2304,10
