3067,26032,12928,38960
8483,132900,150649,283549
15831,252254,288511,540765
17715,227287,304843,532130
12057,247859,217947,465806
13258,258209,295779,553988
18060,250599,338885,589484
18092,355778,321638,677416
21434,251768,287150,538918
27847,219240,433656,652896
30341,250351,498614,748965
31825,156702,611190,767892
33458,147781,515787,663568
33826,131796,635506,767302
38448,174797,590592,765389
41256,222624,539278,761902
38577,214506,498959,713465
39869,208508,360104,568612
45905,267104,475952,743056
51524,326462,412118,738580
53165,409712,321338,731050
51601,389515,306404,695919
48971,417397,325635,743032
55208,486478,322010,808488
61986,468290,406893,875183
68756,488116,466506,954622
72806,553098,463619,1016717
81002,649732,486716,1136448
88232,679310,469030,1148340
93377,701185,523896,1225081
89143,663703,428487,1092190
101745,672702,693197,1365899
103541,745439,625991,1371430
105690,622151,684298,1306449
110176,725065,684836,1409901
111609,672324,747568,1419892
123963,674689,906242,1580931
133878,685399,1121356,1806755
116879,680704,966363,1647067
130089,646227,913168,1559395
119410,580293,959008,1539301
143824,745098,1176440,1921538
150252,639702,1216224,1855926
111148,637382,779858,1417240
135706,657879,1215471,1873350
141659,466844,1228012,1694856
165274,683934,1442087,2126021
154404,700938,1177678,1878616
139084,626071,1098275,1724346
158610,604749,1476742,2081491
165233,755634,1355984,2111618
153287,662276,1440545,2102821
151504,581884,1229482,1811366
161825,814014,1348925,2162939
141580,635442,1074054,1709496
157909,726343,1284479,2010822
151439,606105,1359832,1965937
172388,613048,1487679,2100727
159850,824145,1226228,2050373
129010,694978,1104272,1799250
156214,700769,1158397,1859166
136998,602942,1106971,1709913
168618,798790,1490258,2289048
137315,567347,1087380,1654727
158920,626343,1314246,1940589
163585,624505,1354185,1978690
152811,439704,1575135,2014839
166607,680750,1498572,2179322
124403,593611,994043,1587654
156356,600787,1216207,1816994
138380,581864,1201974,1783838
161243,776762,1386299,2163061
152101,669929,1056976,1726905
141288,588951,1358526,1947477
150265,529962,1281748,1811710
92104,340261,879170,1219431
164155,840375,1434876,2275251
147579,682387,1170031,1852418
158937,622521,1327282,1949803
147017,536061,1253933,1789994
165254,782457,1475394,2257851
151633,591275,1055104,1646379
138134,516604,1262079,1778683
154599,705965,1339791,2045756
145497,848705,993088,1841793
117322,665302,815482,1480784
113219,528127,910126,1438253
152448,615395,1294817,1910212
141295,495409,1109015,1604424
148656,788536,1469859,2258395
159759,684473,1313071,1997544
117481,552786,859399,1412185
148159,796073,1170557,1966630
101418,381567,680426,1061993
161876,935557,1466491,2402048
140132,594463,917459,1511922
128044,589148,889433,1478581
24658,0,596,596
