6399,99
6642,12699
6393,6039
5918,9047
6110,343
9256,42214
9804,60292
10115,57151
10360,63415
9006,72208
9479,51412
6727,39479
6922,33079
5903,3008
5931,6045
6382,0
6189,0
6380,0
6154,0
5759,99
6392,0
6371,3009
6370,0
5889,3001
6368,0
5906,0
6362,0
6359,0
5894,0
6174,0
6326,0
5562,0
6363,0
5910,0
6367,3007
6375,0
6387,0
6383,0
5445,0
6601,99
6383,0
6208,0
6384,0
5285,0
5736,0
6374,0
6369,0
6369,0
5584,0
6375,3011
5903,3008
6609,0
6380,0
6189,0
5896,0
16528,212
5753,0
6369,0
6359,0
3522,596
1691,595
4059,3313
6368,3007
2553,397
2523,596
1902,497
6377,0
3204,381
0,762
3196,3295
7184,114
2736,381
0,763
3204,290
5914,0
2830,381
0,762
3833,3307
6382,0
2088,481
808,671
5569,0
6399,0
6372,0
5276,0
6371,0
6385,0
6193,0
6381,3013
5711,0
5911,0
6383,0
6400,0
6204,0
5916,0
5566,0
5746,0
6370,3008
6396,0
5892,99
6367,0
6364,0
5249,3006
6374,0
5895,3004
6330,0
5908,0
6067,0
5761,3016
5927,0
6386,0
6392,0
6203,0
5539,0
6385,0
15189,3014
6187,0
6380,0
6366,0
5756,99
5912,0
6373,0
6208,0
6399,0
6836,0
5428,0
6184,0
6200,0
6187,0
6613,3010
6364,0
6571,0
8742,6027
6385,0
7300,0
9177,0
7894,0
6717,0
7561,3010
7016,221
6836,6016
6936,0
6568,0
6295,0
6879,0
9660,0
7449,0
6897,0
7692,0
6722,6021
6251,0
7100,0
6740,0
6377,0
6376,0
5534,3016
6391,3018
6396,3020
6391,0
6381,99
6139,0
5909,0
7214,0
6363,3005
6184,0
6627,0
10172,9018
8513,30184
13194,72712
15849,114720
15388,36384
24203,45347
18543,12532
21671,54994
42886,73368
32115,51823
27947,18072
22742,6039
27385,18351
33481,27398
33706,45811
44774,67080
42753,39636
50511,48416
28586,18696
1053,793
5532,3309
2370,398
3461,596
3702,495
7256,0
1457,570
0,571
4825,289
7369,0
3559,3591
0,570
5152,288
7257,0
3444,671
0,572
3984,290
6122,0
3446,572
2146,479
9079,123
9232,0
9947,0
24080,0
27899,0
29994,0
34812,3007
31414,0
31160,0
28712,9028
40644,33159
48269,24036
41300,54272
61830,60067
53619,78532
58573,87153
60231,108359
61309,126447
70569,180461
67007,141728
34370,3010
21916,54254
37216,27100
46469,63282
57263,60282
58496,51232
48823,48189
67882,114475
64051,114809
66015,75220
58667,102712
62711,123730
57221,63247
53673,81392
56335,123316
62251,117698
67132,123763
61132,66143
64353,111568
59702,99337
61334,75469
62264,114518
51087,60252
43352,36074
45417,21098
45078,48202
54971,69442
68560,84321
48110,33188
39205,9018
31310,9059
40043,6012
33633,3004
30745,0
29038,99
33421,3019
27208,0
28811,0
28117,0
31959,3021
27647,0
26518,0
29019,0
34398,12050
53053,72208
57977,105711
59368,108357
64362,135482
45835,57168
60287,77790
60281,144803
52510,126506
41015,69332
62724,99388
38708,69445
35676,15065
32008,3013
24353,0
23318,0
26374,0
24108,0
25429,0
24477,0
28381,0
27368,0
35552,21070
49006,27098
50230,45180
59511,84143
