5766,211
6615,219
6963,16597
6994,50486
8265,66038
6127,18973
745,598
4363,19022
1118,595
3058,595
4449,3226
5552,0
1277,573
0,764
6460,38413
9151,64293
2211,19710
0,762
6147,51480
15923,0
1277,573
0,763
4941,99
5907,0
707,572
2546,479
6191,0
6198,0
5920,0
6200,0
6390,0
6206,0
6208,0
5915,0
12122,109574
9199,43295
7799,44225
6345,26026
7042,25653
7435,31487
7787,43707
7244,37941
7435,40270
7209,37610
7860,37285
6246,30509
7052,34055
6364,18789
7227,15605
9763,0
11247,53914
16785,183237
12923,124140
9835,110671
11239,129012
10521,151599
10603,133912
9028,83592
8147,56736
7148,47328
8053,46409
7390,37882
7868,46709
7771,37610
6997,18725
7883,0
6948,0
6250,0
8440,150585
7520,63220
7634,44844
7805,49981
6969,46762
8180,65865
8328,59753
7690,15583
7407,0
7508,0
8248,0
7588,0
10060,0
7507,0
17176,0
7588,0
6955,0
7811,37668
6554,3236
5744,0
6396,0
5922,0
5765,0
4939,0
3864,0
6372,0
5896,99
5903,0
4520,0
6021,0
5579,0
5931,0
5979,3250
5150,0
6367,0
6366,0
5274,0
4496,0
5134,0
5120,0
6392,0
5735,0
5566,0
6368,0
5736,0
5752,0
5923,6256
7614,12612
8287,25332
8206,28223
8856,46082
9451,45775
9458,51642
8923,43474
6061,18500
8413,43406
8635,53344
6712,50276
7241,46071
8046,52829
7812,52939
7818,51166
7590,44446
7913,66309
8364,65862
10271,62070
11768,89842
9460,68832
8001,56526
11155,136116
11698,164921
13495,180925
17572,188130
14705,159577
22320,163595
10312,150972
17630,96734
16534,37327
20668,22301
20708,235515
17706,157509
11371,133508
10398,110723
9707,104473
10419,137833
9774,135937
10865,129578
11576,126353
19005,94364
19370,91589
19184,96877
18149,65558
16005,129224
17680,102103
16809,98139
9815,102996
10805,117555
11325,120687
10031,92891
12202,136999
11989,139588
12340,127032
12281,130963
11402,123420
11819,131296
12318,133561
11588,127332
8606,107941
12303,133124
10200,116678
10774,121644
10341,146040
17572,102833
22157,108753
20905,140563
18006,6180
18645,212436
16371,132452
11532,146128
9548,106637
9422,138406
10985,144087
8710,112492
8797,61357
12736,54626
14595,52845
15683,57052
19134,20480
12983,167357
13719,58453
18195,0
18140,183392
19204,153840
27728,154237
9143,97656
10855,114439
11798,129828
14243,156643
10168,126813
12525,145767
10608,126882
10600,124133
12161,151778
14288,167360
17150,164797
16891,173653
11502,163180
11574,110894
10321,117258
12133,104158
21339,94879
19618,77641
24908,120038
21815,113914
21095,129928
12127,117971
10823,101839
9098,115664
14494,144278
14502,129742
12911,108141
9863,102181
13153,85941
10232,104763
18670,61310
20615,3555
18800,200394
18603,103991
19063,136524
11699,101242
11425,111027
9882,105283
10814,135889
11234,105129
11308,107559
11594,85770
1399,596
11302,594
14921,303574
2840,595
21842,327706
6394,0
3826,381
0,572
1928,3412
6375,0
27315,71003
0,573
7385,302939
5916,0
3204,381
1926,571
5464,480
16548,0
5106,381
0,573
6394,99
5776,0
6401,0
17873,255335
9301,25954
9325,32369
11224,42134
12221,53836
11580,58969
10143,49305
11244,9196
12699,0
9500,137704
7772,46718
8420,56405
8414,52811
7608,53131
8604,44065
5626,0
7428,0
7408,94076
7976,49883
8409,44009
4899,0
4884,57389
6516,44654
6448,12355
6783,54198
5837,15559
49279,9417
16931,99
6626,0
7385,0
8638,0
7417,0
8626,0
8953,0
11425,94494
10746,132386
11502,161132
10989,145758
11922,164925
9942,126769
10884,144462
12450,182462
11398,147383
11992,157865
11445,146022
11450,139897
9216,109809
12259,160454
7131,22089
21170,163110
18407,12044
17083,0
18551,200355
13983,76972
23949,142144
11776,132537
9009,89096
9568,111709
11447,135355
11007,129461
10565,110825
7854,96645
10230,117372
12523,103273
15439,70191
15610,69064
18701,70270
16360,3021
15626,83983
17789,142298
13333,138020
10271,127257
